File Name,Hearing Date,Decision Date,Case Number,Address,Type,Section,Description,Decision,OCR Flag
6030 STANTON AVE - 195-16.pdf,"July 21, 2016","August 30, 2016",195 of 2016,6030 Stanton Avenue,Variance,914.02,‘on on-site parking space required |,"Decision: The Applicants’ requests for variances from Code Section 903.03.D.2 and Section914.02 are hereby APPROVED, subject to the condition that two on-site parkingspaces are maintained.LaShawn Burton-Faulk John J. Rifhardson",True
6040 STANTON AVE - 200-16.pdf,"July 28, 2016","August 30, 2016",200 of 2016,6040 Stanton Avenue,Variance, | 903.03.C.2,requested,Decision: The Applicant’s requests for a dimensional variance from Code Section 903.03.C.2and a variance from Code Section 914.02 are hereby APPROVED.LaShawn Burton-Faulk John J. Richardson,True
6040 STANTON AVE - 200-16.pdf,"July 28, 2016","August 30, 2016",200 of 2016,6040 Stanton Avenue,Variance,| 914.02,One parking space required,Decision: The Applicant’s requests for a dimensional variance from Code Section 903.03.C.2and a variance from Code Section 914.02 are hereby APPROVED.LaShawn Burton-Faulk John J. Richardson,True
605 Forbes Ave - 2-F-298 - 33 of 2023.pdf,"April 13, 2023 (Virtual Hearing)","May 25, 2023",33 of 2023,605 Forbes Avenue,Protest Appeal, Section 919.03.R,Appeal of Zoning Administrator’s determination that mural is a Neighborhood Gateway Sign,"Decision: In accordance with the Board’s findings of fact and conclusions of law, theProtest Appeal is DENIED and the alternative request for a variance from therequirements of Section 919.03.R.5 to allow the existing mural to remain on theSubject Property, without alteration, as a Neighborhood Gateway Sign isAPPROVED, subject to the condition that the Applicant shall submit a ZoningDevelopment Review application for the review of the mural as a NeighborhoodGateway Sign.",False
605-607 W JEFFERST ST 127-15.pdf,"June. 18, 2015","July 23, 2015",127 of 2015,605-607 W Jefferson St,None found,None found,None found,Decision: ‘The Applicant’s request for a dimensional variance from Code Section 903.03.E.2 is‘hereby APPROVED.tr'John J. Richardson,True
606 LIBERTY AVE - 1-D-184 - ZBA CASE 001-19.pdf,"March 14, 2019","May 16, 2019",1 of 2019,606 Liberty Avenue,Variance, 903.03.M.8,ft. requested,"Decision: The Applicant’s request for a variance from Code Section 919.03.M.8 is herebyDENIED, without prejudice to allow for reapplication.LaShawn Burton-Faulk John J. Ri¢hardson",True
606 LIBERTY AVE - 1-D-184 - ZBA CASE 204-19.pdf,"October 10, 2019","November 21, 2019",204 of 2019,606 Liberty Avenue,Variance, 919.03.M.8,sq. ft. requested,"Decision: The Applicant’s request for a variance from Code Section 919.03.M.8 is herebyAPPROVED, subject to the condition that no additional tenant signage shall bepermitted above the first floor of the building.",True
607 AVERY ST - 069-16.pdf,"February 11, 2016","March 17, 2016",69 of 2016,607 Avery Street,Variance |, 903.03.E.2,"Minimum 5ft interior side setback required and. Oft(deck), 1ft(HVAC)",Decision: The Applicant’s request for dimensional variances from Code Section 903.03.D.2 ishereby APPROVED.,True
607 AVERY ST - 069-16.pdf,"February 11, 2016","March 17, 2016",69 of 2016,607 Avery Street,Variance |, 903.03.E.2,requested,Decision: The Applicant’s request for dimensional variances from Code Section 903.03.D.2 ishereby APPROVED.,True
607 BOGGS AVE 081-14.pdf,". April 3, 2014","~ May 1, 2014",81 of 2014,607 Boggs Avenue,None found,None found,None found,Decision: The Applicant's request for variance under Code Section 903.03.D.2 is herebyAPPROVED.,True
608 FORELAND ST  238-14.pdf,"October 9, 2014","November 13, 2014",238 of 2014,608 Foreland Street,Variance |, 919.01.F,without review by the Board of Adjustment,Decision: The Applicant’s request for dimensional variance pursuant to Code 919.01.F ishereby APPROVED CONTINGENT UPON THE FOLLOWING CONDITION subject tothe opinion of the Zoning Board of Adjustment:1. The proposed sign shall not be illuminated outside of the business’ hours ofoperation.J. Richardson,True
608 SUISMON ST 310-2015.pdf,"December 17, 2015","January 21, 2016",310 of 2015,608 Suismon Street,Variance, 903.03.E.2,and Oft requested,Decision: The Applicant’s request for a dimensional variance from Code Section 903.03.E.2 ishereby APPROVED.,True
609 FORELAND ST - 287-17.pdf,"September 7, 2017","October 19, 2017",287 of 2017,609 Foreland Street,Variance, | 903.03.E.2,"Minimum5 ft. interior side setback required; 0 ft. requested (front deck, rooftop deck)",Decision: | The Applicant's request for variances from Code Sections 903.03.E.2 and 925.06.C ishereby APPROVED.Richardson,True
609 FORELAND ST - 287-17.pdf,"September 7, 2017","October 19, 2017",287 of 2017,609 Foreland Street,Variance,925.06.C,Minimum 3 ft. interior side setback required; O ft. requested,Decision: | The Applicant's request for variances from Code Sections 903.03.E.2 and 925.06.C ishereby APPROVED.Richardson,True
609 FORELAND ST - 287-17.pdf,"September 7, 2017","October 19, 2017",287 of 2017,609 Foreland Street,Variance,925.06.C,(dwelling) :,Decision: | The Applicant's request for variances from Code Sections 903.03.E.2 and 925.06.C ishereby APPROVED.Richardson,True
61 4TH AVE - 3-E-150 - ZBA CASE 091-20.pdf,"June 25, 2020","July 17, 2020",a1 of 2020,* 61 4th Avenue,None found,None found,None found,"Decision: The Applicant’s request for a special exception pursuant to Code Section921.03.F for the 600 sf sign proposed is hereby APPROVED.S/Alice B MitingerAlice B. Mitinger, Chair",True
6100 ELLSWORTH AVE - 058-16.pdf,"March 10, 2016","March 31, 2016",58 of 2016,6100 Ellsworth Ave,Special,,"‘ . . . ""","Decision: The Applicant's request for Special Exception to allow additional off-site parkingpursuant to Code Section 921.02.A and a variance from Code Section 903.03.D.2 ishereby APPROVED, subject to the condition that the Applicant shall providelandscaping and a dumpster enclosure consistent with that shown on the site-plansubmitted at the hearing.)i",True
6100 STANTON AVE - 069-17.pdf,"February 9, 2017","March 2, 2017",69 of 2017,6100 Stanton Avenue,Variance, 911.02,Six units not permitted in R3 District,Decision: The Applicant’s request for variances from Code Sections 911.02 and 903.03.C.2 ishereby DENIED.,True
6100 STANTON AVE - 069-17.pdf,"February 9, 2017","March 2, 2017",69 of 2017,6100 Stanton Avenue,Variance, 911.02,Minimum 30ft exterior side setback required and Oft requested,Decision: The Applicant’s request for variances from Code Sections 911.02 and 903.03.C.2 ishereby DENIED.,True
6101 BROAD ST 106-14.pdf,"""May 4, 2014","June 12, 2014",106 of 2014,6101 Broad Street,Special Exception, 911.04.4.88,general) is a Special Exception in UNC zoning district Use of club (,Decision: The Applicant’s request for special exceptions under Code Sections 911.04.A.88and 914.07.G.2 (a) is hereby DENIED due to lack of standing.— Burton-Fé ’ Johy/J. Richardson,True
6101 BROAD ST 106-14.pdf,"""May 4, 2014","June 12, 2014",106 of 2014,6101 Broad Street,Special Exception, 911.04.4.88,|,Decision: The Applicant’s request for special exceptions under Code Sections 911.04.A.88and 914.07.G.2 (a) is hereby DENIED due to lack of standing.— Burton-Fé ’ Johy/J. Richardson,True
6101 BROAD ST 106-14.pdf,"""May 4, 2014","June 12, 2014",106 of 2014,6101 Broad Street,Special Exception,914.07.G,Off-site parking is a Special Exception,Decision: The Applicant’s request for special exceptions under Code Sections 911.04.A.88and 914.07.G.2 (a) is hereby DENIED due to lack of standing.— Burton-Fé ’ Johy/J. Richardson,True
6106 WALNUT ST - 277-16.pdf,"October 13, 2016","December 1, 2016",277 of 2016,6106-6108 Walnut Street,Variance, 903.03.D.2,Minimum 15ft exterior side setback required and Oft requested,"Decision: The Applicant’s request for a variance from Code Section 903.03.D.2 is herebyAPPROVED, subject to the condition that the Applicant submits for the ZoningAdministrator's approval a proposed fence design that includes transparentelements.Alice B. Mitinger, Chair f| Richardson",True
611 TRIPOLI ST 007-2016.pdf,,February 4 2016,7 of 2016,,Variance, | 903.03.6.2,"(dwelling, deck, and stairs)",Decision: The Applicant's request for a dimensional variances from Code Section 903.03.E.2is hereby APPROVED.John J. Righardson,True
611 W WARRINGTON AVE - 112-16.pdf,,"June 2, 2016",112 of 2016,611 W Warrington Ave,Variance, 905.01.C.2,Minimum 30ft:front- setback required and Oft requested,Decision: The Applicant’s request for a dimensional variance from Code Section 905.01.C.2 ishereby APPROVED.,True
6111 Walnut Street - 135 of 2024 (1).pdf,"October 3, 2024","November 15, 2024",135 of 2024,6111 Walnut Street,Variance, Section 911.02,Multi-Unit residential is prohibited in R1A-H District,"Decision: The Applicant’s request for a variance from Section 911.02 to allow theproposed use of the property for a multi-unit residential use for six units ishereby DENIED.RECUSEDAlice B. Mitinger, Chair",False
6114 CENTRE AVE - 235-17.pdf,"June 29, 2017","August 10, 2017",235 of 2017,6114 Centre Avenue,Variance, 919.03.M.5(c),Letters shall not exceed 8” in height and 26” proposed,"Decision: The Applicant’s request for a variances from Code Section 919.03.M.5(c) is herebyAPPROVED, subject to the condition that the Applicant shall canopy signage for therestaurant.",True
6117 Howe Street - 84-R-22 - 135 of 2021.pdf,"July 1, 2021 (Virtual Hearing)","August 3, 2021",135 of 2021,6117 Howe Street,Variance, Section 912.04.C,"5’ interior side setback required, 2.5’ requested",Decision: The Applicant’s request for variances from Section 912.04.B and 912.04.C toallow a rear deck with limited rear and side setbacks is hereby APPROVED.,False
6117 Howe Street - 84-R-22 - 135 of 2021.pdf,"July 1, 2021 (Virtual Hearing)","August 3, 2021",135 of 2021,6117 Howe Street,Variance, Section 912.04.C,"15’ exterior side setback required, 1.5’ requested",Decision: The Applicant’s request for variances from Section 912.04.B and 912.04.C toallow a rear deck with limited rear and side setbacks is hereby APPROVED.,False
6117 Howe Street - 84-R-22 - 135 of 2021.pdf,"July 1, 2021 (Virtual Hearing)","August 3, 2021",135 of 2021,6117 Howe Street,Variance,Section 912.04.B,"5’ rear setback required, 2.5’ requested",Decision: The Applicant’s request for variances from Section 912.04.B and 912.04.C toallow a rear deck with limited rear and side setbacks is hereby APPROVED.,False
612 Peebles Street - 176-F-39 - 152 of 2022.pdf,"August 4, 2022 (Virtual Hearing)","August 22, 2022",152 of 2022,612 Peebles Street,Variance, Section 903.03.D.2,"15’ rear setback required, 2’- 8” requested","Decision: The Applicant’s request for variances from Section 903.03.D.2 to build anaddition that would attach the existing garage to the primary structure, withinthe existing limited rear and side setbacks is hereby APPROVED.",False
612 Peebles Street - 176-F-39 - 152 of 2022.pdf,"August 4, 2022 (Virtual Hearing)","August 22, 2022",152 of 2022,612 Peebles Street,Variance, Section 903.03.D.2,"5’ interior side setback required, 1’-10” requested","Decision: The Applicant’s request for variances from Section 903.03.D.2 to build anaddition that would attach the existing garage to the primary structure, withinthe existing limited rear and side setbacks is hereby APPROVED.",False
613 CABOT WAY - 302-17.pdf,"September 28, 2017","December 7, 2017",302 of 2017,613-619 Cabot Way,Variance, 904.03.C,Maximum height 45ft/3 stories permitted and 4 stories proposed,"Decision: The Applicant’s request for variances from Code Sections 904.03.C and 912.07 is.hereby APPROVED.LZ ALL.oe Afice B. Mitinger, ChairVie Howe i COMLaShawn Burton-Faulk) John J. Richardson ;",True
613 CABOT WAY - 302-17.pdf,"September 28, 2017","December 7, 2017",302 of 2017,613-619 Cabot Way,Variance, 904.03.C,"Maximum FAR is 2:1, proposed 2.3:1","Decision: The Applicant’s request for variances from Code Sections 904.03.C and 912.07 is.hereby APPROVED.LZ ALL.oe Afice B. Mitinger, ChairVie Howe i COMLaShawn Burton-Faulk) John J. Richardson ;",True
613 CABOT WAY - 302-17.pdf,"September 28, 2017","December 7, 2017",302 of 2017,613-619 Cabot Way,Variance,912.07,Minimum 5ft rear setback for accessories structures permitted and,"Decision: The Applicant’s request for variances from Code Sections 904.03.C and 912.07 is.hereby APPROVED.LZ ALL.oe Afice B. Mitinger, ChairVie Howe i COMLaShawn Burton-Faulk) John J. Richardson ;",True
613 CABOT WAY - 302-17.pdf,"September 28, 2017","December 7, 2017",302 of 2017,613-619 Cabot Way,Variance,912.07,Oft requested,"Decision: The Applicant’s request for variances from Code Sections 904.03.C and 912.07 is.hereby APPROVED.LZ ALL.oe Afice B. Mitinger, ChairVie Howe i COMLaShawn Burton-Faulk) John J. Richardson ;",True
6135 Penn Ave - 84-C-146 - 40 of 2021.pdf,"June 3, 2021 (Virtual Hearing)","July 16, 2021",40 of 2021,6135 Penn Avenue,Special Exception, Section 904.04.C.4,Additional height above 4 stories and 60’,"Decision: The Applicant’s request for a special exception pursuant to Section 904.04.C.4and variances from Section 904.04.C.4, 904.04.C.3, 914.02.A and 914.10.A toconstruct a 6-story/93’ tall building with a 5.5:1 FAR and no off-streetparking or loading is hereby APPROVED, subject to the condition that thebuilding must comply with the requirements of Section 915.04 for LEEDcertification; and that the actual height and massing of the structure must beconsistent with the renderings presented to the Board.RECUSEDAlice B. Mitinger, Chair",False
6135 Penn Ave - 84-C-146 - 40 of 2021.pdf,"June 3, 2021 (Virtual Hearing)","July 16, 2021",40 of 2021,6135 Penn Avenue,Variance,Section 904.04.C.4,85’ height permitted with Special Exception; 94’ requested,"Decision: The Applicant’s request for a special exception pursuant to Section 904.04.C.4and variances from Section 904.04.C.4, 904.04.C.3, 914.02.A and 914.10.A toconstruct a 6-story/93’ tall building with a 5.5:1 FAR and no off-streetparking or loading is hereby APPROVED, subject to the condition that thebuilding must comply with the requirements of Section 915.04 for LEEDcertification; and that the actual height and massing of the structure must beconsistent with the renderings presented to the Board.RECUSEDAlice B. Mitinger, Chair",False
6135 Penn Ave - 84-C-146 - 40 of 2021.pdf,"June 3, 2021 (Virtual Hearing)","July 16, 2021",40 of 2021,6135 Penn Avenue,Variance,Variance: 904.04.C.3,"4:1 FAR permitted, 5.5:1 requested","Decision: The Applicant’s request for a special exception pursuant to Section 904.04.C.4and variances from Section 904.04.C.4, 904.04.C.3, 914.02.A and 914.10.A toconstruct a 6-story/93’ tall building with a 5.5:1 FAR and no off-streetparking or loading is hereby APPROVED, subject to the condition that thebuilding must comply with the requirements of Section 915.04 for LEEDcertification; and that the actual height and massing of the structure must beconsistent with the renderings presented to the Board.RECUSEDAlice B. Mitinger, Chair",False
6135 Penn Ave - 84-C-146 - 40 of 2021.pdf,"June 3, 2021 (Virtual Hearing)","July 16, 2021",40 of 2021,6135 Penn Avenue,Variance,Section 914.02.A,"55 onsite parking spaces required, 0 provided","Decision: The Applicant’s request for a special exception pursuant to Section 904.04.C.4and variances from Section 904.04.C.4, 904.04.C.3, 914.02.A and 914.10.A toconstruct a 6-story/93’ tall building with a 5.5:1 FAR and no off-streetparking or loading is hereby APPROVED, subject to the condition that thebuilding must comply with the requirements of Section 915.04 for LEEDcertification; and that the actual height and massing of the structure must beconsistent with the renderings presented to the Board.RECUSEDAlice B. Mitinger, Chair",False
6135 Penn Ave - 84-C-146 - 40 of 2021.pdf,"June 3, 2021 (Virtual Hearing)","July 16, 2021",40 of 2021,6135 Penn Avenue,Variance,Section 914.10.A,"Minimum 2 off-site loading spaces required, 0 provided","Decision: The Applicant’s request for a special exception pursuant to Section 904.04.C.4and variances from Section 904.04.C.4, 904.04.C.3, 914.02.A and 914.10.A toconstruct a 6-story/93’ tall building with a 5.5:1 FAR and no off-streetparking or loading is hereby APPROVED, subject to the condition that thebuilding must comply with the requirements of Section 915.04 for LEEDcertification; and that the actual height and massing of the structure must beconsistent with the renderings presented to the Board.RECUSEDAlice B. Mitinger, Chair",False
614 & 616 FORELAND ST 172-15.pdf,"August 13, 2015","September 10, 2015",172 of 2015,614 and 616 Foreland Street,Variance, 903.03.E.2,and Oft requested,"Decision: The Applicant's request for a dimensional variance from Code Section 903.03.E.2 ishereby APPROVED subject to the following condition:1. The Applicant shall not allow any on-street parking adjacent to the SubjectProperty on Shawano Street.~ ice B. Mitinger, ChairJA vk.por LaShawn Burtoh-FaulkJohn J. Richardson",True
614 & 616 FORELAND ST 172-15.pdf,"August 13, 2015","September 10, 2015",172 of 2015,614 and 616 Foreland Street,Variance, 903.03.E.2,Minimum 2ft rear setback required and,"Decision: The Applicant's request for a dimensional variance from Code Section 903.03.E.2 ishereby APPROVED subject to the following condition:1. The Applicant shall not allow any on-street parking adjacent to the SubjectProperty on Shawano Street.~ ice B. Mitinger, ChairJA vk.por LaShawn Burtoh-FaulkJohn J. Richardson",True
614 & 616 FORELAND ST 172-15.pdf,"August 13, 2015","September 10, 2015",172 of 2015,614 and 616 Foreland Street,Variance |,912.04.8,Oft requested (withdrawn),"Decision: The Applicant's request for a dimensional variance from Code Section 903.03.E.2 ishereby APPROVED subject to the following condition:1. The Applicant shall not allow any on-street parking adjacent to the SubjectProperty on Shawano Street.~ ice B. Mitinger, ChairJA vk.por LaShawn Burtoh-FaulkJohn J. Richardson",True
614 CALERA ST - 237-16.pdf,"September 8, 2016","October 13, 2016",237 of 2016,614 Calera Street,Variance, 903.03.B.2,Minimum 30’ rear setback required and 25’ requested,Decision: The Applicant’s request for variances from Code Section 903.03.B.2 is herebyAPPROVED.Alice B.ee Burton-F John J. Richardson,True
614 Edmond St - 084-18.pdf,"April12, 2018","June 28, 2018",84 of 2018,614 Edmond Street,Variance, 903.03.E.2,Withdrawn,"Decision: The Applicant's request for variances from Code Sections 925.06.C.2 and 925.06.A.14is hereby APPROVED, subject to the conditions that the basement shall remainunfinished.4",False
614 Edmond St - 084-18.pdf,"April12, 2018","June 28, 2018",84 of 2018,614 Edmond Street,Variance,925.06.C.2,Portion of new building wall with 0 ft. side setback is higher than structure on abutting property,"Decision: The Applicant's request for variances from Code Sections 925.06.C.2 and 925.06.A.14is hereby APPROVED, subject to the conditions that the basement shall remainunfinished.4",False
614 Edmond St - 084-18.pdf,"April12, 2018","June 28, 2018",84 of 2018,614 Edmond Street,Variance,925.06.A.14.1,Portion of raised decks within side yard,"Decision: The Applicant's request for variances from Code Sections 925.06.C.2 and 925.06.A.14is hereby APPROVED, subject to the conditions that the basement shall remainunfinished.4",False
6144 CENTRE AVE - 84-C-55 - ZBA CASE 106-19.pdf,"April 18, 2019",,106 of 2019,6144 Centre Avenue,Special | Exception |, 911.02 and 911.04.4.57,. ; nae a Use of restaurant (general) is a Special Exception in UNC District |,Decision: The Applicant's request for a special exception to allow for a restaurant (general)use pursuant to Section 911.02 is hereby APPROVED.John J. RicHardson,True
615 1ST AVE - 2-J-260 - ZBA CASE 055-20.pdf,"March 12, 2020","April 27, 2020",55 of 2020,615 First Avenue,None found,None found,None found,Decision: The Applicant request for variances from Code Section 919.03.M.7.e is herebyAPPROVED.,True
616 BERKSHIRE AVE - 97-C-228 - ZBA CASE 149A-19.pdf,"June 13, 2019","July 11, 2019",149A of 2019,616 Berkshire Avenue,Variance, 903.03.C.2,Minimum 5 ft. interior side setback required and 0 ft. requested,Decision: The Applicant’s request for variances from Code Sections 903.03.C.2 and 912.04.B ishereby APPROVED.,True
616 BERKSHIRE AVE - 97-C-228 - ZBA CASE 149A-19.pdf,"June 13, 2019","July 11, 2019",149A of 2019,616 Berkshire Avenue,Variance,912.04.B,Minimum 2 ft. rear setback required and 0 ft. requested,Decision: The Applicant’s request for variances from Code Sections 903.03.C.2 and 912.04.B ishereby APPROVED.,True
616 JACKSONIA ST - 245-16.pdf,"September 15, 2016","November 17, 2016",245 of 2016,616 Jacksonia Street,None found,None found,None found,Decision: The Applicant's request for a dimensional variance from Code Section925.06.A.9 ishereby APPROVED.,True
616 S Millvale Ave - 51-E-190 - 61 of 2023.pdf,"May 18, 2023 (Virtual Hearing)","June 14, 2023",61 of 2023,616 South Millvale Avenue,Review, Section 911.02,Office (Limited),Decision: The use of the first floor of the structure on the Subject Property for an office(limited) use may continue as a legal non-conforming use.,False
617 S Linden Ave - 101-18.pdf,"May 3, 2018","June 7, 2018",101 of 2018,617 S Linden Avenue,Variance, 903.03.B.2,Minimum 30ft rear setback required and 17ft requested,Decision: The Applicant's request for a variance from Code Section 903.03.8.2 is herebyAPPROVED.2,False
619 BROOKLINE BLVD - 282-16.pdf,"December 8, 2016","January 19, 2017",,619 Brookline Blvd,Special Exception, 911.04A.41,Use as multi-suite residential (general) is a Special Exception in,Decision: The Applicant’s request for a special exception pursuant to Code Section 911.04.A.41is hereby APPROVED subject to the condition that the Applicant continue the use inthe manner described.,True
619 BROOKLINE BLVD - 282-16.pdf,"December 8, 2016","January 19, 2017",,619 Brookline Blvd,Special Exception, 911.04A.41,LNC zoning district,Decision: The Applicant’s request for a special exception pursuant to Code Section 911.04.A.41is hereby APPROVED subject to the condition that the Applicant continue the use inthe manner described.,True
619-621 FORELAND ST 217-15.pdf,"October 1, 2015","ovember 12, 2015",217 of 2015,619-621 Foreland Street,Variance: |, 903.03.E.2,"required and Oft requested(garages, decks) , 2ft(patio)",Decision: The Applicant's’ request for dimensional variances from Code Section 903.03.E.2and 912.04.E is hereby APPROVED.Shawn urton-Faulk John J. hardson,True
619-621 FORELAND ST 217-15.pdf,"October 1, 2015","ovember 12, 2015",217 of 2015,619-621 Foreland Street,Variance: |, 903.03.E.2,15ft/one story accessory height,Decision: The Applicant's’ request for dimensional variances from Code Section 903.03.E.2and 912.04.E is hereby APPROVED.Shawn urton-Faulk John J. hardson,True
619-621 FORELAND ST 217-15.pdf,"October 1, 2015","ovember 12, 2015",217 of 2015,619-621 Foreland Street,Variance: |,912.04.E,permitted and 20ft/itwo story requested,Decision: The Applicant's’ request for dimensional variances from Code Section 903.03.E.2and 912.04.E is hereby APPROVED.Shawn urton-Faulk John J. hardson,True
62 S 6th St - 46 of 2024.pdf,"April 11, 2024","May 17, 2024",46 of 2024,62 South 6th Street,Special Exception, Section 911.02,Public Assembly (General),"Decision: The Applicant’s request for special exceptions pursuant to Sections 911.02,911.04.A.6, and 914.0.G.2.a, and a variance from Section 914.02 to allow apublic assembly (general) use with an 82 parking spaces in an off-site parkinglot is hereby APPROVED, subject to the condition that the use operates inaccordance with the description of the galleries and performing arts venueprovided to the Board.",False
62 S 6th St - 46 of 2024.pdf,"April 11, 2024","May 17, 2024",46 of 2024,62 South 6th Street,Special Exception,Section 914.07.G.2.a,Off-site parking,"Decision: The Applicant’s request for special exceptions pursuant to Sections 911.02,911.04.A.6, and 914.0.G.2.a, and a variance from Section 914.02 to allow apublic assembly (general) use with an 82 parking spaces in an off-site parkinglot is hereby APPROVED, subject to the condition that the use operates inaccordance with the description of the galleries and performing arts venueprovided to the Board.",False
62 S 6th St - 46 of 2024.pdf,"April 11, 2024","May 17, 2024",46 of 2024,62 South 6th Street,Variance,Section 914.02.A,"Maximum parking allowed is 75 spaces, 84 spaces proposed","Decision: The Applicant’s request for special exceptions pursuant to Sections 911.02,911.04.A.6, and 914.0.G.2.a, and a variance from Section 914.02 to allow apublic assembly (general) use with an 82 parking spaces in an off-site parkinglot is hereby APPROVED, subject to the condition that the use operates inaccordance with the description of the galleries and performing arts venueprovided to the Board.",False
620 2ND AVE - 2-J-260 - ZBA CASE 136-19.pdf,"May 23, 2019","July 11, 2019",136 of 2019,620 Second Ave,Variance, 919.03.F.3,ft. and 680 sq. ft requested,"Decision: The Applicant’s request for variances from Code Section 919.03.F is herebyAPPROVED, subject to the conditions that the signs shall not be illuminated andmust be removed when the units on the ninth and tenth floors are leased. The signsmust be removed not later than two years from the date of this decision, regardlessof the status of leases on the ninth and tenth floors..",True
620 2ND AVE - ZBA CASE 207-18.pdf,"August 23, 2018","October 11, 2018",207 of 2018,620 Second Avenue,Variance, 914.09.H.2,"(excepting the required accessible spaces), are proposed as compact (14 of 16)","Decision: The Applicant’s request for a variance from Code Section 914.09.H.2 and a specialexception pursuant to Code Section 914.07.G.2 is hereby APPROVED, subject tothe condition that at least 46 spaces continue to be available for lease to theresidents of the multi-unit residential building at the designated parking garages.tashiwn Burton! Faulk /",True
6203 MONITOR ST - 87-P-220 - ZBA CASE 065-19.pdf,"March 7, 2019","April 22, 2019",65 of 2019,6203 Monitor Street,Variance, 903.03.B.2,Minimum 30 ft. front setback required and 2 ft.,"Decision: The Applicant’s request for variances from Code Sections 903.03.B.2, 914.02, and926.129 is hereby APPROVED, subject to the condition that parked vehicles shall notencroach on the right-of-way and that the Monitor Street lot (Lot 1) shall not be usedfor additional residential units.Alice B. Mitinger, ChairS lhotyaLaShawn Burton-Faulk John J. Richardson‘",True
6203 MONITOR ST - 87-P-220 - ZBA CASE 065-19.pdf,"March 7, 2019","April 22, 2019",65 of 2019,6203 Monitor Street,Variance, 903.03.B.2,"requested for the parking pad for Lot 2, and 0 ft.","Decision: The Applicant’s request for variances from Code Sections 903.03.B.2, 914.02, and926.129 is hereby APPROVED, subject to the condition that parked vehicles shall notencroach on the right-of-way and that the Monitor Street lot (Lot 1) shall not be usedfor additional residential units.Alice B. Mitinger, ChairS lhotyaLaShawn Burton-Faulk John J. Richardson‘",True
6203 MONITOR ST - 87-P-220 - ZBA CASE 065-19.pdf,"March 7, 2019","April 22, 2019",65 of 2019,6203 Monitor Street,Variance, 903.03.B.2,requested for parking pad for Lot 1,"Decision: The Applicant’s request for variances from Code Sections 903.03.B.2, 914.02, and926.129 is hereby APPROVED, subject to the condition that parked vehicles shall notencroach on the right-of-way and that the Monitor Street lot (Lot 1) shall not be usedfor additional residential units.Alice B. Mitinger, ChairS lhotyaLaShawn Burton-Faulk John J. Richardson‘",True
6203 MONITOR ST - 87-P-220 - ZBA CASE 065-19.pdf,"March 7, 2019","April 22, 2019",65 of 2019,6203 Monitor Street,Variance, 903.03.B.2,Minimum 5 ft. interior side setback required and 1 ft.,"Decision: The Applicant’s request for variances from Code Sections 903.03.B.2, 914.02, and926.129 is hereby APPROVED, subject to the condition that parked vehicles shall notencroach on the right-of-way and that the Monitor Street lot (Lot 1) shall not be usedfor additional residential units.Alice B. Mitinger, ChairS lhotyaLaShawn Burton-Faulk John J. Richardson‘",True
6203 MONITOR ST - 87-P-220 - ZBA CASE 065-19.pdf,"March 7, 2019","April 22, 2019",65 of 2019,6203 Monitor Street,Variance, 903.03.B.2,requested for the parking pad for Lot 1,"Decision: The Applicant’s request for variances from Code Sections 903.03.B.2, 914.02, and926.129 is hereby APPROVED, subject to the condition that parked vehicles shall notencroach on the right-of-way and that the Monitor Street lot (Lot 1) shall not be usedfor additional residential units.Alice B. Mitinger, ChairS lhotyaLaShawn Burton-Faulk John J. Richardson‘",True
6203 MONITOR ST - 87-P-220 - ZBA CASE 065-19.pdf,"March 7, 2019","April 22, 2019",65 of 2019,6203 Monitor Street,Variance,914.02,One additional on-site parking space required for Lot 2 |,"Decision: The Applicant’s request for variances from Code Sections 903.03.B.2, 914.02, and926.129 is hereby APPROVED, subject to the condition that parked vehicles shall notencroach on the right-of-way and that the Monitor Street lot (Lot 1) shall not be usedfor additional residential units.Alice B. Mitinger, ChairS lhotyaLaShawn Burton-Faulk John J. Richardson‘",True
6203 MONITOR ST - 87-P-220 - ZBA CASE 065-19.pdf,"March 7, 2019","April 22, 2019",65 of 2019,6203 Monitor Street,Variance,926.129,Frontage upon a street required i,"Decision: The Applicant’s request for variances from Code Sections 903.03.B.2, 914.02, and926.129 is hereby APPROVED, subject to the condition that parked vehicles shall notencroach on the right-of-way and that the Monitor Street lot (Lot 1) shall not be usedfor additional residential units.Alice B. Mitinger, ChairS lhotyaLaShawn Burton-Faulk John J. Richardson‘",True
6204 Penn Avenue - 117 of 2023.pdf,"August 17, 2023 (Virtual Hearing)","September 22, 2023",117 of 2023,6204 Penn Avenue,Special Exception, Section 911.02,Restaurant (General) in UNC District,"Decision: The Applicant’s request for a special exception pursuant to Section 911.04.A.57to allow a 4,377 restaurant (general) use is hereby APPROVED.",False
621 Lenora Street - 151 of 2024.pdf,"November 7, 2024","November 27, 2024",151 of 2024,621 Lenora Street,Variance/Review, Section 911.02,Use of structure for two residential units,Decision: The use of the Subject Property for two-unit residential is legally non-conforming and may continue.,False
6210 Penn Ave - 84-C-55 - Case 78 of 2022.pdf,"April 14, 2022 (Virtual Hearing)","May 17, 2022",78 of 2022,6210 Penn Avenue,Special Exception, Section 911.04.A.57,"Use of 4,870 sf area within existing structure for a restaurant (general)","Decision: The Applicant’s request for a special exception pursuant to Section 911.04.A.57to allow a 4,870 sf restaurant (general) use and request for a variance from theoff-street parking requirement is hereby APPROVED, subject to the conditionthat the Applicant provide information regarding the parking garage to itscustomers.",False
